diseases,symptom_text
atrophic skin condition,"acne or pimples, skin lesion, skin moles"
atrophic skin condition,"abnormal appearing skin, skin irritation, skin lesion, skin moles, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin growth, skin irritation, wrinkles on skin"
atrophic skin condition,"lip swelling, skin growth, skin irritation, skin swelling"
atrophic skin condition,"abnormal appearing skin, skin growth, skin lesion, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin growth"
atrophic skin condition,"acne or pimples, lip swelling, skin growth, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, skin growth, skin lesion, skin moles, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin growth, skin swelling, wrinkles on skin"
atrophic skin condition,"skin growth, skin lesion, skin moles"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin growth, skin irritation, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, skin growth, skin irritation, skin lesion, skin moles"
atrophic skin condition,"acne or pimples, skin moles, skin swelling"
atrophic skin condition,"abnormal appearing skin, skin irritation, skin lesion, skin swelling"
atrophic skin condition,"acne or pimples, skin irritation, skin lesion, skin moles, wrinkles on skin"
atrophic skin condition,"acne or pimples, skin lesion, skin swelling, wrinkles on skin"
atrophic skin condition,"acne or pimples, skin irritation, skin swelling"
atrophic skin condition,"acne or pimples, lip swelling, skin lesion, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin lesion, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin irritation, skin swelling, wrinkles on skin"
atrophic skin condition,"acne or pimples, skin lesion, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin irritation, skin moles"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin growth, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, acne or pimples, skin growth, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, acne or pimples, skin growth, skin moles"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin growth, skin irritation, skin moles, skin swelling"
atrophic skin condition,"acne or pimples, lip swelling, skin lesion, skin moles"
atrophic skin condition,"acne or pimples, lip swelling, skin swelling"
atrophic skin condition,"acne or pimples, lip swelling, skin growth, skin irritation"
atrophic skin condition,"acne or pimples, lip swelling, skin irritation, skin lesion"
atrophic skin condition,"lip swelling, skin irritation, skin lesion, skin moles, skin swelling, wrinkles on skin"
atrophic skin condition,"acne or pimples, lip swelling, skin moles, wrinkles on skin"
atrophic skin condition,"acne or pimples, lip swelling, skin growth, skin lesion, skin moles, skin swelling, wrinkles on skin"
atrophic skin condition,"lip swelling, skin growth, skin moles"
atrophic skin condition,"abnormal appearing skin, acne or pimples, skin irritation, skin lesion"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin growth, skin irritation, skin lesion, skin moles"
atrophic skin condition,"acne or pimples, skin growth, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, acne or pimples, skin growth, skin irritation, skin lesion, skin swelling, wrinkles on skin"
atrophic skin condition,"acne or pimples, skin irritation, skin moles, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, skin irritation, skin lesion, skin moles, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, skin growth, skin irritation, skin moles, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, skin growth, skin lesion, skin moles"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin growth, skin irritation, skin lesion, skin moles, wrinkles on skin"
atrophic skin condition,"acne or pimples, lip swelling, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin irritation, skin moles, skin swelling"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin irritation, skin lesion, skin moles, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, skin irritation, skin lesion, skin moles, skin swelling, wrinkles on skin"
atrophic skin condition,"acne or pimples, skin growth, skin moles, skin swelling"
atrophic skin condition,"lip swelling, skin irritation, skin moles"
atrophic skin condition,"lip swelling, skin growth, skin irritation, wrinkles on skin"
atrophic skin condition,"lip swelling, skin irritation, skin lesion, skin swelling, wrinkles on skin"
atrophic skin condition,"acne or pimples, lip swelling, skin growth, skin lesion, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin growth, skin moles, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling"
atrophic skin condition,"acne or pimples, lip swelling, skin growth, skin irritation, skin lesion, skin moles, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin growth, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin irritation, skin lesion, skin moles, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin moles"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin growth, skin lesion, skin swelling"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin growth, skin irritation, skin swelling"
atrophic skin condition,"lip swelling, skin growth, wrinkles on skin"
atrophic skin condition,"acne or pimples, lip swelling, skin growth, skin moles"
atrophic skin condition,"abnormal appearing skin, acne or pimples, skin lesion, skin swelling, wrinkles on skin"
atrophic skin condition,"lip swelling, skin growth, skin irritation, skin moles"
atrophic skin condition,"lip swelling, skin growth, skin irritation, skin lesion, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin growth, skin irritation, skin moles, skin swelling, wrinkles on skin"
atrophic skin condition,"lip swelling, skin growth, skin lesion, skin swelling, wrinkles on skin"
atrophic skin condition,"acne or pimples, lip swelling, skin irritation, skin lesion, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin lesion, skin moles, skin swelling"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin irritation, skin lesion, skin moles, skin swelling"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin moles"
atrophic skin condition,"acne or pimples, skin growth, skin lesion, wrinkles on skin"
atrophic skin condition,"acne or pimples, skin growth, skin lesion, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, acne or pimples, skin growth, skin lesion, skin moles, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, skin growth, skin lesion"
atrophic skin condition,"lip swelling, skin growth, skin irritation"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin lesion, skin moles, skin swelling, wrinkles on skin"
atrophic skin condition,"acne or pimples, skin growth, skin swelling, wrinkles on skin"
atrophic skin condition,"lip swelling, skin growth, skin lesion, skin moles, skin swelling"
atrophic skin condition,"abnormal appearing skin, skin growth, skin irritation"
atrophic skin condition,"acne or pimples, lip swelling, skin moles, skin swelling"
atrophic skin condition,"abnormal appearing skin, skin growth"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin growth, skin lesion, skin moles, wrinkles on skin"
atrophic skin condition,"acne or pimples, lip swelling, skin lesion, skin moles, skin swelling, wrinkles on skin"
atrophic skin condition,"abnormal appearing skin, acne or pimples, lip swelling, skin lesion, wrinkles on skin"
atrophic skin condition,"lip swelling, skin growth, skin swelling"
atrophic skin condition,"abnormal appearing skin, acne or pimples, skin irritation"
atrophic skin condition,"skin irritation, skin lesion, skin moles"
atrophic skin condition,"abnormal appearing skin, lip swelling, skin growth, skin moles"
atrophic skin condition,"acne or pimples, lip swelling, skin growth, skin irritation, skin lesion, skin moles, skin swelling, wrinkles on skin"
atrophic skin condition,"acne or pimples, skin irritation, skin lesion"
atrophic skin condition,"abnormal appearing skin, acne or pimples"
oral mucosal lesion,"cough, facial pain, fever, lip swelling, mouth pain, sore throat, toothache"
oral mucosal lesion,"cough, gum pain, mouth ulcer, sore throat"
oral mucosal lesion,"cough, fever, gum pain, lip swelling, mouth pain, sore throat"
oral mucosal lesion,"cough, fever, gum pain, sore throat"
oral mucosal lesion,"cough, facial pain, lip swelling, toothache"
oral mucosal lesion,"cough, lip swelling, mouth ulcer, tongue lesions"
oral mucosal lesion,"cough, gum pain, toothache"
oral mucosal lesion,"cough, lip swelling, mouth pain, mouth ulcer, toothache"
oral mucosal lesion,"fever, lip swelling, mouth pain, mouth ulcer, sore throat, tongue lesions, toothache"
oral mucosal lesion,"cough, gum pain, mouth pain, sore throat"
oral mucosal lesion,"cough, gum pain, mouth ulcer"
oral mucosal lesion,"lip swelling, mouth ulcer, sore throat, tongue lesions"
oral mucosal lesion,"cough, facial pain, lip swelling, mouth pain, mouth ulcer, toothache"
oral mucosal lesion,"cough, facial pain, mouth pain, mouth ulcer"
oral mucosal lesion,"facial pain, fever, mouth pain, toothache"
oral mucosal lesion,"gum pain, lip swelling, sore throat, tongue lesions, toothache"
oral mucosal lesion,"cough, mouth pain, sore throat, toothache"
oral mucosal lesion,"cough, facial pain, gum pain, lip swelling, mouth ulcer, toothache"
oral mucosal lesion,"cough, facial pain, fever, lip swelling, mouth ulcer, toothache"
oral mucosal lesion,"cough, facial pain, gum pain, lip swelling, tongue lesions"
oral mucosal lesion,"cough, mouth pain, toothache"
oral mucosal lesion,"fever, lip swelling, mouth ulcer, sore throat, tongue lesions, toothache"
oral mucosal lesion,"cough, fever, gum pain, lip swelling, mouth ulcer"
oral mucosal lesion,"cough, facial pain, sore throat"
oral mucosal lesion,"gum pain, lip swelling, mouth pain, mouth ulcer, sore throat, tongue lesions, toothache"
oral mucosal lesion,"cough, fever, gum pain, lip swelling, mouth ulcer, sore throat, toothache"
oral mucosal lesion,"cough, fever, mouth pain"
oral mucosal lesion,"cough, facial pain, fever, gum pain, mouth pain, mouth ulcer, sore throat, toothache"
oral mucosal lesion,"cough, gum pain, mouth ulcer, sore throat, toothache"
oral mucosal lesion,"cough, fever, gum pain, lip swelling, sore throat, tongue lesions"
oral mucosal lesion,"cough, fever, mouth pain, sore throat"
oral mucosal lesion,"cough, gum pain, mouth ulcer, tongue lesions, toothache"
oral mucosal lesion,"cough, facial pain, lip swelling, mouth pain, mouth ulcer, sore throat, tongue lesions, toothache"
oral mucosal lesion,"gum pain, lip swelling, sore throat, toothache"
oral mucosal lesion,"cough, facial pain, fever, gum pain, mouth pain, mouth ulcer, tongue lesions"
oral mucosal lesion,"cough, fever, lip swelling, mouth pain, mouth ulcer, tongue lesions"
oral mucosal lesion,"cough, fever, gum pain, mouth ulcer, sore throat, tongue lesions, toothache"
oral mucosal lesion,"cough, lip swelling, mouth pain, mouth ulcer, sore throat, tongue lesions, toothache"
oral mucosal lesion,"gum pain, mouth pain, mouth ulcer"
oral mucosal lesion,"gum pain, mouth pain, sore throat"
oral mucosal lesion,"cough, facial pain, fever, gum pain, lip swelling, mouth ulcer, sore throat, toothache"
oral mucosal lesion,"cough, lip swelling, mouth ulcer, tongue lesions, toothache"
oral mucosal lesion,"cough, fever, gum pain, mouth pain, sore throat"
oral mucosal lesion,"cough, facial pain, lip swelling, sore throat, tongue lesions, toothache"
